urls
https://www.footlocker.com.kw/en/buy-jordan-11-cmft-low-mens-shoes-black.html
https://www.footlocker.com.kw/en/buy-jordan-retro-4-mens-shoes-white-black.html
https://www.footlocker.com.kw/en/buy-air-jordan-1-retro-high-og-mens-shoes-white-red.html
https://www.footlocker.com.kw/en/buy-adidas-yeezy-boost-350-v2-mens-womens-shoes-oat-blue-orange-golden-yellow.html
